Length,Diameter,Height,Age,Shucked_Weight_Ratio
1.3125,0.975,0.2625,8,0.507054674
1.65,1.4125,0.4875,16,0.393070151
0.85,0.65,0.2,6,0.4
1.4,1.1375,0.475,9,0.396358543
1.55,1.2375,0.45,12,0.45917961
1.1625,0.9,0.2625,15,0.429718876
1.6375,1.375,0.45,10,0.459968603
1.5625,1.2375,0.45,10,0.435968562
0.6375,0.45,0.1625,5,0.430379747
1.7,1.4,0.4875,11,0.348557692
1.575,1.225,0.4125,10,0.478967097
0.85,0.6125,0.2125,6,0.498759305
1.1,0.875,0.275,9,0.436205016
0.8375,0.6,0.2375,9,0.364705882
0.6875,0.4375,0.225,5,0.414686825
0.625,0.475,0.1625,5,0.467065868
1.325,1.0875,0.4,15,0.357870895
1.3125,1.0125,0.325,8,0.454418928
0.5,0.3625,0.0625,5,0.31884058
0.5875,0.4,0.15,4,0.486238532
1.775,1.4375,0.4375,15,0.415755627
1.15,0.8375,0.275,8,0.506756757
1.1,0.9125,0.275,9,0.477043673
1.5875,1.25,0.45,9,0.459930314
1.5,1.2,0.425,8,0.414168937
1.1625,0.925,0.3,9,0.43069874
0.9875,0.675,0.25,5,0.484087102
1.4,1.0875,0.4625,15,0.381555154
1.6375,1.3125,0.4,11,0.469863014
1.3,0.975,0.3,7,0.448329448
1.6625,1.25,0.425,9,0.465125241
1.425,1.0875,0.375,10,0.467148885
1.15,0.9375,0.3,7,0.448626653
1.925,1.5125,0.4375,11,0.390392587
1.025,0.8125,0.3,12,0.421895861
1.3875,1.0875,0.3625,11,0.375627239
1.575,1.275,0.4625,11,0.41417004
0.9625,0.75,0.25,6,0.409174312
1.4625,1.1625,0.4,7,0.480900052
1.675,1.3375,0.475,11,0.447273817
0.975,0.7375,0.25,7,0.413978495
1.55,1.25,0.45,11,0.52173913
1.45,1.1125,0.3375,9,0.463759214
1.2,0.925,0.325,15,0.420560748
1.375,1.0375,0.3625,8,0.477287268
1.3875,1.0875,0.3375,15,0.439393939
1.55,1.35,0.4125,11,0.438542581
1.4625,1.15,0.4125,9,0.459357278
1.6375,1.2625,0.475,12,0.44011865
1.3125,0.9875,0.3,8,0.488486842
1.3,0.9875,0.3125,7,0.497227357
1.65,1.325,0.45,10,0.51169687
1.5375,1.1375,0.325,10,0.505937016
1.175,0.925,0.2625,10,0.434083601
0.9625,0.75,0.3125,7,0.497084548
1.0375,0.8125,0.25,7,0.444089457
1.325,1.0625,0.375,8,0.386109476
1.5,1.1375,0.3875,8,0.461904762
1.525,1.2125,0.375,12,0.485691254
0.975,0.75,0.225,9,0.468085106
1.3875,1.1375,0.3375,9,0.456391876
0.875,0.6625,0.225,7,0.401617251
0.85,0.6375,0.2375,9,0.38028169
1.7125,1.3,0.375,11,0.523116127
1.6,1.2875,0.4125,10,0.46165084
1.7375,1.3625,0.4625,13,0.422844416
1.5875,1.3,0.4125,11,0.377844088
1.2375,1.0375,0.4125,13,0.352705411
1.2625,0.975,0.375,8,0.528467153
1.625,1.3,0.4875,11,0.423348694
1.5875,1.1875,0.425,10,0.436112275
1.625,1.2875,0.45,13,0.425460008
1.1625,0.875,0.35,15,0.350130321
1.3375,1.05,0.375,12,0.368120086
1.3375,1.0375,0.425,10,0.335608646
1.5125,1.175,0.4125,11,0.489240763
1.6375,1.225,0.4,9,0.45307309
0.975,0.75,0.2375,7,0.509954058
1.2625,1,0.375,7,0.444516129
1.525,1.2125,0.425,12,0.409779951
1.425,1.1375,0.375,8,0.487804878
1.4125,1.1,0.375,9,0.50405562
1.2375,0.9375,0.2875,8,0.538662033
1.3375,1,0.375,10,0.504901961
1.5,1.1875,0.375,9,0.508849558
1.8875,1.4375,0.5,11,0.488904969
1.525,1.175,0.375,11,0.486021505
1.6375,1.3125,0.475,10,0.414858404
1.75,1.3625,0.4625,11,0.464828014
1.55,1.15,0.425,7,0.474711624
1.5125,1.225,0.45,18,0.391198044
1.075,0.8,0.275,8,0.455782313
1.1625,0.8875,0.225,9,0.463583815
1.425,1.125,0.3375,8,0.480478589
1.2375,0.9375,0.35,8,0.366396761
0.7875,0.625,0.225,11,0.302955665
1.675,1.3125,0.425,9,0.510531953
1.8125,1.425,0.475,14,0.419803922
1.575,1.1375,0.375,9,0.425099426
1.5125,1.1375,0.4,10,0.475256353
1.3875,1.1,0.35,10,0.408983452
1.525,1.2,0.375,14,0.466666667
1.4375,1.175,0.4625,10,0.380203046
1.0875,0.875,0.2625,7,0.462455304
1.55,1.25,0.425,10,0.476916376
1.45,1.1625,0.375,8,0.409266409
1.7875,1.4125,0.6,17,0.329393044
1.3125,1.0125,0.2875,14,0.43125
1.5375,1.2,0.4125,10,0.441670254
0.8625,0.625,0.225,6,0.384236453
1.5875,1.2875,0.4125,10,0.411310008
1.3125,1.0125,0.3625,8,0.43718593
1.025,0.7625,0.25,11,0.477961433
1.3875,1.0625,0.45,11,0.422285714
0.7875,0.5875,0.1875,4,0.39688716
0.7375,0.55,0.2125,5,0.455252918
1.1875,0.9375,0.375,12,0.349731664
1.025,0.75,0.2875,10,0.373795761
1.25,0.95,0.3,9,0.473547268
1.6125,1.2875,0.4625,19,0.399520712
1.575,1.2125,0.425,9,0.450208254
1.6875,1.35,0.525,11,0.430634024
1.0125,0.8125,0.275,12,0.405594406
1.55,1.2625,0.4625,13,0.451718494
0.9375,0.6625,0.2375,5,0.433673469
1.1375,0.8625,0.375,13,0.290767903
1.0625,0.7875,0.25,6,0.436339523
1.075,0.85,0.3,7,0.39769821
1.0375,0.8,0.25,11,0.404326123
1.1875,0.85,0.2625,9,0.447629548
1.1,0.875,0.3375,12,0.417241379
1.525,1.125,0.4,9,0.36443662
1.125,0.9,0.2625,9,0.431601273
1.6375,1.25,0.55,13,0.472406181
1.2125,0.95,0.375,15,0.356198347
1.25,0.9375,0.3,8,0.422495274
1.4375,1.1375,0.3625,14,0.498712446
1.3125,0.9625,0.325,8,0.387973641
1.4375,1.175,0.3875,10,0.45609319
1.325,1.075,0.325,9,0.49112846
1.425,1.15,0.3375,9,0.405308831
1.425,1.1625,0.4,10,0.35198657
0.7,0.5,0.1875,5,0.444897959
0.9875,0.7375,0.25,7,0.4778157
1.375,1.1125,0.3125,11,0.428571429
1.1375,0.875,0.3,11,0.375387797
0.3875,0.275,0.1,3,0.419354839
0.7375,0.575,0.2,5,0.4
1.875,1.375,0.45,11,0.497622821
1.2625,1.0125,0.4,10,0.396488661
1.5625,1.2875,0.45,14,0.389692251
1.5875,1.225,0.4,10,0.485013624
1.075,0.8375,0.2875,8,0.408866995
1.3,0.9625,0.35,9,0.376800607
1.5125,1.225,0.45,9,0.391602399
1.625,1.3,0.525,11,0.397080727
1.3,1,0.3,15,0.400613968
1.625,1.275,0.4375,10,0.425925926
1.625,1.3125,0.4125,9,0.522617124
0.4,0.275,0.0625,3,0.361111111
1.05,0.8375,0.2875,8,0.463414634
1.1875,0.875,0.275,6,0.451259584
1.275,0.975,0.3375,9,0.364640884
1.525,1.15,0.3625,10,0.427358069
1.45,1.1125,0.3625,8,0.461711712
1.15,0.8875,0.35,13,0.43768997
1.4875,1.1625,0.375,9,0.456107757
1.35,1.0625,0.325,11,0.450643777
1.625,1.25,0.35,8,0.497980614
1.625,1.2875,0.4875,13,0.37093895
1.0625,0.85,0.25,8,0.404312668
0.9,0.7,0.2625,9,0.349246231
1.55,1.1875,0.4,11,0.409040794
1.4625,1.15,0.4125,10,0.523125281
1.6875,1.275,0.4625,11,0.427359131
1.7,1.3625,0.4625,11,0.423145933
1.6375,1.25,0.45,18,0.358883787
1.375,1.0125,0.375,7,0.446128858
1.325,1.1,0.3375,9,0.39948947
1.625,1.275,0.4375,12,0.448478562
1.5625,1.175,0.3875,12,0.537850272
0.95,0.75,0.25,7,0.456293706
1.5125,1.1875,0.4375,10,0.440665702
1.2,0.925,0.25,8,0.47322298
1.7,1.35,0.525,13,0.466592116
1.5375,1.1375,0.375,10,0.409212641
0.9625,0.7125,0.2625,12,0.418244406
1.1,0.8625,0.3,7,0.453424658
1.1375,0.9125,0.2375,15,0.436770428
1.45,1.125,0.3625,8,0.54563591
1.5625,1.175,0.4375,9,0.513146735
1.525,1.2375,0.4625,8,0.464874241
1.375,1.0875,0.4125,8,0.422885572
1.3625,1,0.325,9,0.478862974
1.125,0.875,0.35,16,0.443037975
1.55,1.175,0.35,9,0.419731465
0.9875,0.75,0.225,8,0.480286738
1.575,1.2875,0.4375,11,0.411543287
1.4375,1.1375,0.3875,11,0.46248766
1.575,1.25,0.425,20,0.425961172
1.275,1.0125,0.3125,8,0.509933775
1.375,1.0875,0.3125,9,0.469635628
1.325,1.0625,0.325,9,0.423789174
1.5125,1.1375,0.3625,9,0.478772379
1.4375,1.2,0.375,9,0.460116218
1.2125,0.9125,0.375,7,0.453253144
1.2,0.8875,0.2875,8,0.437037037
0.925,0.6875,0.25,7,0.427272727
1.625,1.3625,0.4125,16,0.424329502
1,0.775,0.25,10,0.39826087
1.4,1.1,0.35,11,0.411954766
1.675,1.3125,0.4125,11,0.423997513
1.375,1.125,0.3625,10,0.398110661
1.35,1.0625,0.3,10,0.360465116
1.1625,0.975,0.35,15,0.383438344
1.3,1,0.3125,8,0.454382826
0.4125,0.3125,0.1,4,0.387755102
1.275,0.975,0.3125,10,0.399086062
0.6875,0.5125,0.1875,6,0.407239819
1.8,1.4375,0.575,16,0.389292796
1.675,1.3125,0.45,9,0.488099229
1.575,1.2,0.4,11,0.43911593
1.275,0.9875,0.2625,8,0.423529412
1.6,1.35,0.4375,15,0.417690418
1.2625,1,0.325,11,0.397251309
0.5125,0.3875,0.1125,3,0.474747475
1.5,1.2125,0.4125,9,0.514686541
1.25,1.0125,0.35,9,0.391551584
1.1125,0.875,0.325,7,0.404052443
1.125,0.8625,0.275,7,0.50106383
1.5625,1.225,0.3875,9,0.434080717
0.9125,0.675,0.2625,6,0.424593968
0.925,0.7,0.2375,7,0.361797753
1.2875,0.975,0.3,9,0.415929204
1.7,1.275,0.5,11,0.444167963
0.975,0.7125,0.25,7,0.453736655
1.55,1.2375,0.4375,17,0.356035437
1.7125,1.3,0.4125,10,0.460171165
1.225,1.1625,0.3125,7,0.449760766
1.25,1,0.325,8,0.479585224
1.525,1.175,0.3625,14,0.349522984
1.55,1.275,0.4375,12,0.380269448
1.225,0.9625,0.35,11,0.364976959
1.675,1.3125,0.4875,9,0.457827143
1.5625,1.225,0.4125,11,0.436839882
0.6125,0.4875,0.15,4,0.468421053
1.65,1.2875,0.4875,9,0.469179176
1.65,1.2875,0.4125,10,0.479778776
0.9375,0.725,0.2,7,0.49822695
1.2125,0.9375,0.3625,13,0.40526763
1.0875,0.85,0.275,10,0.414004914
1.3,0.9375,0.3375,8,0.411162791
1.5125,1.1875,0.3625,8,0.433823529
1.825,1.4,0.475,11,0.411325611
1.4125,1.125,0.4,9,0.463687151
1.6125,1.2125,0.375,9,0.466230045
1.0875,0.8125,0.2875,7,0.393358876
1.4,1.1125,0.4125,9,0.415264423
1.4625,1.1375,0.3125,17,0.380720545
1.2,0.975,0.3625,15,0.397424893
0.75,0.55,0.225,7,0.4
0.9,0.7,0.225,8,0.392461197
0.875,0.6625,0.225,6,0.439293598
1.525,1.175,0.4125,11,0.480271532
1.25,1,0.4125,20,0.380014075
1.325,1,0.3125,8,0.452188006
1.175,0.8625,0.35,9,0.496208017
1.4375,1.175,0.35,11,0.416119403
0.95,0.8,0.2875,7,0.498841699
1.6375,1.275,0.375,9,0.459731544
0.6625,0.5,0.1625,7,0.404761905
1.3875,1.075,0.3375,9,0.499384236
1.15,0.8875,0.325,9,0.426499033
1.275,0.9625,0.3625,8,0.519895629
1.5625,1.2,0.4375,10,0.456807512
1.8625,1.4375,0.5,12,0.506369427
1.0375,0.775,0.2625,6,0.464534075
1.825,1.4875,0.575,17,0.40576889
1.0125,0.75,0.3,7,0.390432099
1.5125,1.175,0.3625,9,0.472274143
1.3375,1.0875,0.375,9,0.484658298
1.4,1.1,0.3375,9,0.436137072
1.6125,1.3,0.525,16,0.396523978
1.3875,1.125,0.4375,9,0.411924119
1.3375,1.0625,0.3375,8,0.488326848
1.8375,1.4125,0.5625,13,0.427098675
1.725,1.35,0.4875,12,0.582834331
1.4875,1.2125,0.3625,14,0.402317219
0.95,0.725,0.2125,7,0.38512035
1.4625,1.125,0.3625,9,0.492628368
1.7625,1.325,0.425,10,0.391304348
1.775,1.425,0.4875,11,0.666543027
1.275,1,0.35,10,0.563535912
0.425,0.2625,0.0875,4,0.352941176
1.5125,1.2375,0.475,15,0.326374391
1.475,1.125,0.3875,8,0.422196796
1.65,1.3125,0.5375,11,0.376539754
1.4375,1.125,0.3375,10,0.516351119
0.9625,0.75,0.2375,7,0.503311258
1.4125,1.1,0.375,9,0.455239064
1.3,0.9625,0.2875,12,0.356502242
1.25,0.9625,0.3375,11,0.407441016
1.3,1.025,0.35,11,0.403669725
1.475,1.175,0.3375,8,0.461275139
1.5625,1.15,0.4,14,0.443727309
0.9625,0.75,0.25,7,0.419689119
1.2625,0.95,0.3375,9,0.526622903
1.5,1.2375,0.4375,11,0.469767442
1.2,0.95,0.3375,14,0.378787879
1.2625,0.9625,0.3375,12,0.405820534
1.5625,1.25,0.325,8,0.534658041
1.3,1.0875,0.4875,18,0.306783145
1.2625,0.9625,0.3,7,0.398001665
1.15,0.875,0.2875,8,0.431818182
1.45,1.1375,0.375,8,0.427737882
1.2125,0.8875,0.3,9,0.412979351
1.5125,1.175,0.45,10,0.429403855
1.0875,0.8375,0.2625,7,0.441301273
0.9625,0.7625,0.2625,7,0.411764706
0.6625,0.5125,0.175,5,0.369668246
1.1375,0.9375,0.3,6,0.473843058
1.15,0.9125,0.3125,8,0.430512017
1.0875,0.825,0.2625,8,0.465671642
1.1875,0.9,0.3375,8,0.450057405
1.2,0.9875,0.375,18,0.314746882
1.6,1.275,0.4375,21,0.376461988
1.2625,1.0125,0.45,11,0.394389439
1.5875,1.275,0.3875,18,0.370242215
1.1875,0.8875,0.2875,7,0.53705486
1.5625,1.05,0.4125,21,0.337895234
1.3125,1.0625,0.475,9,0.530389908
1.65,1.25,0.4125,12,0.385132297
1.3125,1.1,0.3125,7,0.450456781
1.175,0.9375,0.3125,10,0.448797863
1.55,1.275,0.45,11,0.446113406
1.325,1.025,0.4125,19,0.295748614
1.15,0.85,0.25,8,0.46761658
1.25,0.925,0.3375,9,0.381111111
1.35,1.05,0.35,9,0.399203187
0.8375,0.5875,0.2125,6,0.427184466
1.1875,0.9375,0.3125,10,0.467116358
0.7875,0.5875,0.1875,6,0.393939394
1.275,0.9875,0.3125,11,0.420327304
1.25,1,0.3625,12,0.371428571
1.35,1.0375,0.3625,12,0.356081081
1.3,1.05,0.4,11,0.342281879
1.375,1.0875,0.3625,15,0.389086595
0.9625,0.7375,0.2125,7,0.406311637
1.6125,1.25,0.5625,15,0.36100861
1.25,0.9875,0.35,10,0.442348008
0.875,0.65,0.2125,10,0.405172414
1.525,1.175,0.4,8,0.458352722
1.1875,0.9,0.3125,9,0.379194631
1.5,1.1625,0.45,8,0.431265717
1.375,1.0625,0.3875,13,0.302452316
1.6,1.4375,0.4375,11,0.428522455
1.475,1.175,0.45,13,0.374276814
1.6375,1.2625,0.4875,11,0.47761194
1.4875,1.1625,0.375,9,0.471708379
1.3,1.025,0.275,8,0.417550627
1.1375,0.9375,0.3125,7,0.445247934
1.2125,0.925,0.35,8,0.478775913
0.9875,0.75,0.225,5,0.485113835
1.7625,1.3875,0.5375,11,0.488790285
1.8,1.4625,0.55,11,0.478317659
1.45,1.125,0.4875,9,0.488203267
1.2125,0.9125,0.2625,8,0.374639769
1.2625,1.025,0.375,17,0.382978723
1.5375,1.175,0.4375,14,0.395456296
1.15,0.925,0.3,6,0.495782568
0.8375,0.6125,0.225,7,0.476426799
1.2,0.8375,0.3125,7,0.469465649
1.1625,0.85,0.275,11,0.411849711
1.55,1.3125,0.3875,10,0.41843318
1.1125,0.9,0.275,9,0.429752066
1.5875,1.2,0.475,15,0.397068848
0.775,0.5375,0.1875,7,0.443137255
1.5375,1.275,0.375,9,0.420524691
1.4375,1.1125,0.35,10,0.440976934
1.2875,1.1375,0.3375,9,0.408304498
1.5,1.1875,0.3875,10,0.539669421
1,0.8,0.2375,6,0.557471264
1.525,1.1875,0.4125,15,0.383512545
1.15,0.8625,0.2625,7,0.436525612
1.525,1.25,0.45,9,0.360570236
1.0375,0.8125,0.35,10,0.368105516
1.5,1.25,0.4,19,0.393596059
1.1625,0.8875,0.3,8,0.477386935
1.6625,1.3125,0.45,14,0.429521698
1.15,0.9125,0.3125,10,0.405781585
1.3625,1.125,0.4,16,0.339524086
0.9,0.6625,0.1875,6,0.43977591
1.6125,1.275,0.4,11,0.469792987
1.1,0.9125,0.2875,9,0.486027944
0.9,0.7125,0.2625,7,0.378881988
1.6875,1.275,0.4875,10,0.437409551
1.85,1.3375,0.4625,13,0.444848485
1.7375,1.325,0.475,11,0.441772885
1.5625,1.225,0.475,11,0.438730532
1.3375,1.0875,0.3875,13,0.383062255
1.625,1.3125,0.475,11,0.481860465
1.7,1.2875,0.425,11,0.5221843
1.35,1.05,0.3375,11,0.431578947
1.125,0.875,0.3625,15,0.397142857
1.275,1,0.3125,9,0.469058296
1.5,1.1375,0.3625,10,0.471051152
0.925,0.6875,0.225,7,0.464891041
1.125,0.825,0.2625,8,0.519677094
1.4125,1.1375,0.425,18,0.377275234
1.125,0.8875,0.2625,8,0.453588517
0.725,0.525,0.175,5,0.430493274
1.4625,1.15,0.3625,9,0.512051419
1.7875,1.3625,0.45,10,0.500430911
1.375,1.1,0.4,8,0.471573604
1.175,0.8875,0.35,12,0.352193995
0.6875,0.5125,0.175,5,4.691943128
1.2875,1,0.3,13,0.41047041
1.6625,1.3125,0.4375,11,0.45980596
1.0375,0.8625,0.3375,13,0.331177232
1.5875,1.25,0.45,9,0.381715771
1.45,1.1375,0.4875,9,0.508337816
0.725,0.5625,0.2,10,0.413127413
1.5,1.1875,0.375,10,0.38989899
1.5375,1.1875,0.425,9,0.514691943
0.6375,0.4875,0.1375,4,0.393103448
0.875,0.65,0.225,7,0.407932011
1.5,1.1625,0.4125,12,0.348169014
1.45,1.1625,0.4,12,0.304494925
1.175,0.9375,0.2625,11,0.452241715
1.45,1.0625,0.3625,11,0.456626506
1.25,1,0.3125,7,0.499628253
1.4375,1.125,0.375,10,0.523310023
1.0875,0.825,0.2375,6,0.557251908
0.9375,0.725,0.2375,5,0.450704225
1.275,1.025,0.3875,9,0.443664717
1.0375,0.825,0.225,6,0.472878999
1.45,1.125,0.5875,14,0.280112045
1.4875,1.2,0.4,8,0.431996693
1.6375,1.35,0.5375,11,0.446801671
1.2125,0.95,0.3125,8,0.424736337
1.375,1.0375,0.375,10,0.446620341
1.5,1.175,0.325,9,0.418604651
1.175,0.9375,0.3,8,0.458225668
0.675,0.5125,0.1875,4,0.5
1.5625,1.3,0.4375,10,0.4898972
1.15,0.9125,0.275,8,0.390433815
1.075,0.85,0.2625,6,0.541430193
1.7125,1.3625,0.5125,9,0.454393305
1.2,0.95,0.3625,12,0.393220339
1.525,1.1625,0.4,10,0.450815851
1.6625,1.3375,0.5625,27,0.345088161
1.0875,0.9875,0.2625,9,0.374140303
1.55,1.275,0.4375,10,0.445961764
1.5875,1.2125,0.4125,11,0.443875542
1.2375,0.975,0.375,14,0.385111372
1.2125,0.9125,0.3875,8,0.411564626
1.4625,1.1375,0.4125,12,0.345691383
1.2875,0.9875,0.3,9,0.441176471
0.6,0.4375,0.1125,5,0.45
1.7625,1.425,0.4625,10,0.424190801
1.425,1.1125,0.3625,8,0.46951567
1.5875,1.225,0.425,9,0.426872771
0.5375,0.425,0.1375,6,0.338842975
1.375,1.05,0.3875,9,0.542763158
1.05,0.775,0.2375,6,0.449820789
1.425,1.1,0.2375,8,0.410519952
1.0125,0.7625,0.225,7,0.403539823
1.8,1.375,0.45,10,0.419078947
1.25,0.95,0.3875,17,0.367175573
1.525,1.225,0.375,23,0.385312783
1.4625,1.125,0.4,10,0.463788301
0.7875,0.575,0.225,7,0.33463035
1.3125,1,0.3625,9,0.406890894
1.625,1.2875,0.4375,20,0.357649443
0.875,0.6625,0.2125,6,0.446685879
1.625,1.3625,0.4375,10,0.387012135
1.725,1.3125,0.475,12,0.430630027
1.625,1.3125,0.475,14,0.417805935
1.5625,1.2625,0.4625,10,0.449632512
1.575,1.225,0.425,11,0.447424436
1.2125,0.8875,0.3,10,0.393053016
1.35,1.1,0.3375,17,0.248696559
1.2625,1.0125,0.35,12,0.304571429
1.7,1.3,0.4125,11,0.49001692
0.875,0.6625,0.225,12,0.323943662
1.65,1.25,0.4125,9,0.505494505
1.3875,1.1375,0.4,13,0.371158392
1.3375,1.1,0.4125,10,0.318857143
1.2375,0.95,0.3625,13,0.339805825
1.5625,1.225,0.4125,11,0.438423645
1.3625,1.05,0.35,22,0.329780147
1.15,0.9375,0.325,9,0.43679163
1.3125,1.0625,0.3625,15,0.418386492
1.6125,1.275,0.4,9,0.468385018
1.3125,1.0375,0.375,13,0.329140461
1.6,1.225,0.3375,10,0.443636364
1.5,1.1625,0.3875,11,0.457211538
1.5,1.2,0.45,10,0.422263974
1.3,1.025,0.35,10,0.485693848
1.5875,1.3125,0.45,11,0.46294268
1.6375,1.275,0.5375,11,0.49817774
1.5875,1.275,0.425,9,0.434818145
1.4875,1.175,0.3875,9,0.46029724
1.6,1.225,0.3875,9,0.42268498
1.3,1.0375,0.3625,10,0.413300186
0.975,0.7,0.3125,7,0.538120567
1.7,1.35,0.3875,10,0.437418514
1.65,1.325,0.4875,10,0.419542083
1.05,0.7625,0.275,9,0.335714286
1.225,0.925,0.35,10,0.415384615
1.35,1.05,0.35,8,0.485810811
1.175,0.875,0.3625,11,0.361352657
1.6,1.225,0.45,9,0.480147059
1.275,0.975,0.3375,8,0.511703511
1.3375,1.0375,0.3375,8,0.405769231
1.15,0.875,0.2875,7,0.433212996
0.45,0.3125,0.0875,4,0.358490566
1.0125,0.775,0.25,7,0.449350649
0.4375,0.3375,0.1,5,0.360655738
1.675,1.3625,0.4,15,0.38825819
0.8375,0.6625,0.2375,9,0.402531646
0.8375,0.6375,0.1875,8,0.376146789
1.4625,1.125,0.375,11,0.40672016
1.3875,1.1,0.3375,13,0.421606648
1.4375,1.1125,0.4,9,0.490463215
0.725,0.525,0.15,5,0.397129187
1.6125,1.25,0.45,11,0.409650924
0.9,0.65,0.2,5,0.412256267
1.3625,1.075,0.325,8,0.471362739
1.6125,1.3,0.4375,10,0.499812664
1.475,1.1625,0.4,13,0.459791004
1.2,0.925,0.3125,9,0.377637131
1.0875,0.85,0.2875,6,0.464968153
1.4125,0.975,0.3125,11,0.47311828
1.1375,0.8625,0.2625,8,0.40948814
0.825,0.65,0.2125,7,0.465648855
1.6,1.1875,0.35,8,0.456410256
0.9625,0.7125,0.225,6,0.377016129
0.6625,0.525,0.15,5,0.440414508
1.2625,1,0.3125,7,0.421955403
1.4375,1.15,0.4125,8,0.437465866
0.7,0.525,0.2125,5,0.386046512
0.8375,0.625,0.1875,7,0.508064516
1.5875,1.225,0.4375,11,0.453090909
1.55,1.1625,0.475,11,0.42527022
1.4375,1.2125,0.4125,14,0.402691014
1.25,0.9125,0.325,9,0.519764508
1.35,0.9625,0.35,10,0.426518615
0.8375,0.6125,0.225,6,0.357357357
0.625,0.45,0.15,5,0.383561644
1.45,1.125,0.3875,8,0.387915408
0.5375,0.375,0.075,5,0.298701299
0.6375,0.4625,0.1625,4,0.412162162
0.925,0.7,0.2125,6,0.504608295
1.0125,0.8125,0.275,9,0.424753868
1.55,1.1875,0.4875,10,0.436878911
0.9625,0.725,0.225,7,0.368534483
1.25,1,0.375,13,0.337662338
1.2875,1,0.35,9,0.454617206
0.7375,0.5625,0.225,9,0.346570397
1,0.7625,0.25,7,0.515373353
1.6875,1.3375,0.55,14,0.384975062
0.9875,0.7,0.2,12,0.37406015
0.7125,0.5375,0.1875,5,0.391509434
0.9125,0.675,0.2125,6,0.413705584
1.575,1.2625,0.3875,11,0.445248869
1.8875,1.5625,0.525,11,0.477644711
1.4375,1.075,0.325,8,0.38989899
1.2875,1,0.35,16,0.401221996
1.525,1.2125,0.525,20,0.397917441
1.5625,1.175,0.425,11,0.394770682
1.4125,1.1375,0.4625,16,0.382083108
1.775,1.4125,0.5,11,0.440974391
1.5375,1.1875,0.4375,9,0.493055556
1.4875,1.1625,0.3875,12,0.452729045
1.4,1.1625,0.3625,9,0.376901408
1.0625,0.8125,0.275,8,0.418518519
1.7625,1.4,0.5125,10,0.416421672
1.1,0.9125,0.3125,10,0.417635659
1.5625,1.2,0.4625,8,0.486531289
1.2875,1,0.425,16,0.324120603
1.5,1.2625,0.475,13,0.388396811
0.4875,0.3375,0.1,4,0.415384615
1.4875,1.1375,0.3875,14,0.399615754
1.5625,1.225,0.4375,11,0.4513382
1.475,1.1125,0.35,12,0.382384533
1.4875,1.1875,0.4,21,0.309677419
1.5,1.2,0.4375,13,0.335638731
1.425,1.1625,0.3125,15,0.44581861
1.175,0.9,0.325,10,0.38559322
1.2875,1.075,0.35,8,0.440047962
1.775,1.325,0.4875,12,0.360362763
1.2125,1.025,0.375,13,0.345545977
0.9375,0.75,0.25,11,0.421906694
1.5375,1.1875,0.3875,11,0.407545412
1.0125,0.7875,0.2625,9,0.462536023
1.8,1.4375,0.5375,12,0.407857143
1.525,1.2375,0.4125,9,0.417628057
1.4625,1.125,0.375,8,0.445877734
1.4375,1.0875,0.325,10,0.36417615
1.1,0.875,0.275,6,0.413929041
0.5375,0.3875,0.15,5,0.4
1.475,1.15,0.35,9,0.494023904
1.05,0.775,0.25,8,0.401069519
1.625,1.275,0.4375,12,0.481959742
0.6875,0.5125,0.1625,5,0.405940594
0.8,0.6125,0.1875,11,0.376205788
1.4375,1.125,0.3375,11,0.409338993
0.9125,0.675,0.225,6,0.466357309
0.875,0.65,0.2375,7,0.407582938
1.4375,1.125,0.425,18,0.360381862
1.275,0.9875,0.3875,8,0.456904541
1.2875,1.0375,0.3375,10,0.4
1.225,0.8875,0.3875,8,0.474006116
1.3,0.95,0.2875,7,0.494356659
1.2875,1.0625,0.3375,11,0.374297753
0.975,0.7375,0.2375,7,0.431034483
1.5625,1.2625,0.5375,22,0.343133864
1.475,1.15,0.3625,10,0.409041981
1.4,1.125,0.35,7,0.524444444
1.3375,1.0625,0.3875,16,0.388924662
1.6,1.2875,0.2,10,0.494241843
1.325,1.05,0.3,7,0.428331936
1.7125,1.2625,0.475,10,0.435094586
1.2375,0.9375,0.375,11,0.438023451
1.25,0.95,0.3875,12,0.35852225
1.5875,1.3,0.4375,11,0.464396285
0.9375,0.725,0.2125,7,0.49475891
1.2875,0.9875,0.3125,8,0.48471223
1.0875,0.8125,0.25,6,0.390350877
1.575,1.2125,0.4,10,0.501206758
1.5875,1.25,0.475,8,0.459689922
0.7,0.525,0.1875,6,0.443514644
1.425,1.125,0.3875,14,0.358241758
1.35,1.05,0.35,9,0.472930927
1.3,1,0.35,8,0.446945338
1.425,1.05,0.35,8,0.4757004
1.2875,1,0.3125,9,0.447257384
1.425,1.2,0.45,14,0.424693986
1.5,1.2375,0.4625,11,0.453566622
1.55,1.3,0.5625,23,0.319391635
1.4375,1.1875,0.425,13,0.390382627
1.3625,1.05,0.4125,8,0.473978735
0.75,0.5875,0.2,4,0.381679389
1.5125,1.1375,0.4,9,0.381513367
1.4875,1.125,0.4125,12,0.453283996
1.2625,1.0625,0.35,19,0.323529412
0.925,0.675,0.2375,6,0.57112069
1.4875,1.1375,0.35,9,0.426148796
1.4625,1.0125,0.375,15,0.346199761
0.7875,0.5875,0.175,7,0.389261745
1.4125,1.05,0.3875,9,0.417227456
1.175,0.9,0.2625,7,0.496323529
